Year,D_Area,Hist_Mean,Ann_Mean,Hist_Max,Ann_Max,Hist_Min,Ann_Min,RiverCoeff,Hist_MaxQs,Ann_MaxQs
1985,146.46,5.44,4.15,598.00,327.00,0.00,0.00,-,20044,4751
1985,139.62,8.28,9.80,1770.00,795.00,0.02,0.06,88500,72677,72677
1985,812.03,73.53,62.56,6160.00,1630.00,0.00,8.84,-,21927,3050
1985,175.30,17.36,20.29,1690.00,570.00,0.34,1.15,4971,1680,202
1985,309.86,23.52,23.82,2950.00,1160.00,0.00,0.10,-,28706,863
1985,1506.00,104.68,126.59,11900.00,6550.00,16.60,32.10,717,56000,56000
1985,1538.81,107.36,186.35,14300.00,3200.00,12.60,25.10,1135,25292,8280
1985,1584.29,96.69,96.95,12800.00,2360.00,0.41,8.20,31220,64000,24100
1984,622.80,34.98,42.44,9110.00,1692.00,1.59,1.59,6650,35715,6074
1984,820.69,64.86,52.54,4580.00,1259.00,2.85,13.50,1607,33900,25500
1984,221.73,13.97,17.89,1910.00,1520.00,0.37,1.84,5162,18016,885
1984,247.28,13.29,14.14,3640.00,1340.00,0.36,0.88,10111,49693,2130
1984,633.18,30.90,28.91,6340.00,822.00,0.06,0.34,105667,24500,1410
1984,417.08,23.44,21.01,1080.00,209.00,3.40,3.75,446,-,-
1984,1980.65,115.52,104.21,13100.00,2520.00,5.41,12.30,23276,13000,1820
1984,2090.62,-,-,-,-,-,-,1387,-,-
1984,597.46,25.28,20.60,3640.00,582.00,0.00,0.62,-,16534,1410
1984,149.68,7.40,6.42,1300.00,341.00,0.00,0.08,-,6779,874
1984,441.02,18.38,14.81,5980.00,470.00,0.00,0.39,-,24734,23506
1984,226.66,8.52,7.68,1600.00,808.00,0.00,0.12,-,23833,2500
1984,1115.90,27.21,19.21,2680.00,1390.00,0.01,0.93,-,21200,20205
1984,146.46,5.55,5.18,598.00,346.00,0.01,0.07,-,20044,7791
1984,139.62,7.78,5.85,1770.00,600.00,0.02,0.02,88500,53800,35909
1984,812.03,73.95,48.81,6160.00,554.00,0.00,2.57,-,21927,1960
1984,175.30,17.22,8.75,1690.00,762.00,0.34,0.54,4971,1680,295
1984,309.86,23.51,12.05,2950.00,523.00,0.00,0.10,-,28706,2860
1984,1506.00,103.22,100.46,11900.00,2620.00,16.60,26.60,717,28800,28800
1984,1538.81,102.09,157.54,14300.00,-,12.60,24.30,1135,25292,2930
1984,1584.29,96.68,83.84,12800.00,2060.00,0.41,1.65,31220,64000,18200
1983,622.80,34.62,35.99,9110.00,399.00,4.74,5.22,6650,35715,319
1983,820.69,65.22,46.10,4580.00,698.00,2.85,6.06,1607,33900,5300
1983,221.73,13.67,18.83,1910.00,252.00,0.37,2.12,5162,18016,568
1983,247.28,13.26,16.47,3640.00,695.00,0.36,1.03,10111,49693,327
1983,633.18,31.02,51.75,6340.00,1950.00,0.06,0.65,105667,24500,7480
1983,417.08,23.63,31.98,1080.00,383.00,3.40,4.04,446,-,-
1983,1980.65,116.15,134.06,13100.00,4810.00,5.41,34.90,23276,13000,4680
1983,2090.62,-,-,-,-,-,-,1387,-,-
1983,597.46,25.43,27.35,3640.00,748.00,0.00,3.30,-,16534,2013
1983,149.68,7.49,8.18,1300.00,215.00,0.00,0.44,-,6779,840
1983,441.02,18.51,20.76,5980.00,533.00,0.00,0.45,-,24734,16500
1983,226.66,8.56,9.84,1600.00,312.00,0.00,0.32,-,23833,2570
1983,1115.90,31.22,33.56,2680.00,997.00,0.01,1.00,-,21200,19328
1983,146.46,5.58,7.10,598.00,536.00,0.01,0.44,-,20044,973
1983,139.62,8.75,9.32,1770.00,1770.00,0.04,0.07,88500,53800,33100
1983,812.03,74.95,62.60,6160.00,1860.00,0.00,9.47,-,21927,4184
1983,175.30,17.66,13.92,1690.00,608.00,0.34,2.04,4971,1680,646
1983,309.86,24.03,11.72,2950.00,1190.00,0.00,0.24,-,28706,5380
1983,1506.00,103.41,75.48,11900.00,-,16.60,20.50,717,23000,3020
1983,1538.81,98.13,60.73,14300.00,-,12.60,12.60,1135,25292,406
1983,1584.29,97.03,59.60,12800.00,1600.00,0.41,4.22,31220,64000,3830
1982,622.80,34.55,31.51,9110.00,1038.00,4.74,5.29,6650,35715,2933
1982,820.69,65.80,48.72,4580.00,2920.00,2.85,9.65,1607,33900,17500
1982,221.73,13.24,11.57,1910.00,690.00,0.37,2.00,5162,18016,1400
1982,247.28,13.14,11.45,3640.00,925.00,0.36,1.11,10111,49693,586
1982,633.18,29.72,29.91,6340.00,822.00,0.06,0.75,105667,24500,9740
1982,417.08,22.94,25.52,1080.00,866.71,3.40,4.80,446,-,-
1982,1980.65,115.10,118.41,13100.00,2860.00,5.41,19.90,23276,13000,6270
1982,2090.62,-,-,-,-,-,-,1387,-,-
1982,597.46,25.37,25.32,3640.00,578.00,0.00,1.50,-,16534,820
1982,149.68,7.42,5.85,1300.00,386.00,0.00,0.20,-,6779,1987
1982,441.02,18.42,18.51,5980.00,704.00,0.00,0.60,-,24734,15167
1982,226.66,8.50,11.31,1600.00,671.00,0.00,0.25,-,23833,8392
1982,1115.90,28.87,28.87,2680.00,2680.00,0.01,0.01,-,21200,21200
1982,146.46,5.43,6.06,598.00,598.00,0.01,0.11,-,20044,7140
1982,139.62,8.17,8.17,969.00,969.00,0.04,0.04,88500,53800,53800
1982,812.03,75.47,72.24,6160.00,2920.00,0.00,7.95,-,21927,12684
1982,175.30,17.87,17.15,1690.00,1230.00,0.34,1.15,4971,1680,1563
1982,309.86,24.61,21.01,2950.00,2020.00,0.00,0.25,-,28706,4549
1982,1506.00,105.56,93.70,11900.00,-,16.60,22.10,717,23000,4936
1982,1538.81,101.01,106.17,14300.00,-,13.70,13.70,1135,25292,3953
1982,1584.29,98.07,79.83,12800.00,4030.00,0.41,1.81,31220,64000,64000
1981,622.80,34.71,38.80,9110.00,1128.00,4.74,5.53,6650,35715,4088
1981,820.69,66.34,58.59,4580.00,2180.00,2.85,8.78,1607,33900,11100
1981,221.73,13.39,15.30,1910.00,1020.00,0.37,1.04,5162,18016,2880
1981,247.28,13.20,20.72,3640.00,1240.00,0.36,0.80,10111,49693,2892
1981,633.18,29.71,56.94,6340.00,4920.00,0.06,0.10,105667,24500,5640
1981,417.08,22.70,27.77,1080.00,592.83,3.40,3.63,446,-,-
1981,1980.65,114.89,162.75,13100.00,3630.00,5.41,10.80,23276,13000,4433
1981,2090.62,-,-,-,-,-,-,1387,-,-
1981,597.46,25.37,31.80,3640.00,1310.00,0.00,0.01,-,16534,11499
1981,149.68,7.59,8.23,1300.00,915.00,0.00,0.06,-,6779,3623
1981,441.02,18.42,24.44,5980.00,1360.00,0.00,0.07,-,24734,7909
1981,226.66,8.37,13.53,1600.00,1080.00,0.00,0.10,-,23833,4607
1981,1115.90,-,-,-,-,-,-,-,-,-
1981,146.46,5.36,3.89,542.00,530.00,0.01,0.01,-,20044,1894
1981,139.62,-,-,-,-,-,-,88500,-,-
1981,812.03,75.61,87.00,6160.00,2720.00,0.00,6.14,-,21927,3242
1981,175.30,17.91,21.49,1690.00,1690.00,0.34,1.00,4971,1680,1488
1981,309.86,24.79,29.26,2950.00,2410.00,0.00,0.11,-,28706,9185
1981,1506.00,106.55,107.69,11900.00,-,16.60,29.70,717,23000,11183
1981,1538.81,100.58,110.43,14300.00,-,14.00,14.50,1135,25292,9553
1981,1584.29,98.59,98.30,12800.00,6030.00,0.41,3.20,31220,60900,35400
1980,622.80,34.49,24.54,9110.00,995.00,4.74,6.93,6650,35715,6813
1980,820.69,66.59,48.54,4580.00,2800.00,2.85,4.31,1607,33900,33900
1980,221.73,13.20,9.62,1910.00,-,0.37,2.11,5162,18016,3890
1980,247.28,12.90,8.76,3640.00,1700.00,0.36,0.98,10111,49693,13200
1980,633.18,27.76,14.36,6340.00,1880.00,0.06,0.38,105667,24500,2020
1980,417.08,22.20,15.54,1080.00,738.06,3.40,5.10,446,-,-
1980,1980.65,111.70,54.80,13100.00,7980.00,5.41,8.23,23276,13000,710
1980,2090.62,-,-,-,-,-,-,1387,-,-
1980,597.46,25.14,12.39,3640.00,1720.00,0.00,0.26,-,16534,5655
1980,149.68,7.51,2.87,1300.00,1300.00,0.00,0.06,-,6779,5502
1980,441.02,18.16,9.03,5980.00,1440.00,0.00,0.16,-,24734,2797
1980,226.66,8.11,1.99,1600.00,295.00,0.00,0.01,-,23833,1514
1980,1115.90,-,-,-,-,-,-,-,-,-
1980,146.46,5.55,0.74,542.00,27.80,0.01,0.01,-,20044,331
1980,139.62,-,-,-,-,-,-,88500,-,-
1980,812.03,75.09,24.10,6160.00,1980.00,0.00,6.32,-,21927,21927
1980,175.30,17.69,3.80,1470.00,61.60,0.34,0.34,4971,1680,155
1980,309.86,24.56,5.56,2950.00,780.00,0.00,0.00,-,28706,600
1980,1506.00,106.45,62.03,11900.00,-,16.60,24.10,717,23000,4930
1980,1538.81,99.69,49.56,14300.00,3890.00,14.00,14.50,1135,25292,6225
1980,1584.29,98.60,30.26,12800.00,3740.00,0.41,2.20,31220,60900,12700
1979,622.80,35.07,37.90,9110.00,-,4.74,6.73,6650,35715,6673
1979,820.69,67.19,42.43,4580.00,558.00,2.85,7.20,1607,30789,10800
1979,221.73,13.60,16.04,1910.00,-,0.37,2.67,5162,18016,5400
1979,247.28,13.08,16.72,3640.00,849.00,0.36,1.00,10111,49693,1590
1979,633.18,28.79,37.21,6340.00,779.00,0.06,0.38,105667,24500,23900
1979,417.08,22.93,25.60,1080.00,280.00,3.40,5.70,446,-,-
1979,1980.65,115.77,100.94,13100.00,3360.00,5.41,16.90,23276,13000,2210
1979,2090.62,-,-,-,-,-,-,1387,-,-
1979,597.46,25.61,27.94,3640.00,922.00,0.00,0.90,-,16534,2828
1979,149.68,8.18,8.02,1000.00,828.00,0.00,0.21,-,6779,1976
1979,441.02,18.57,22.17,5980.00,902.00,0.00,0.55,-,24734,3410
1979,226.66,8.43,9.10,1600.00,500.00,0.00,0.11,-,23833,3732
1979,146.46,6.23,5.77,542.00,330.00,0.01,0.14,-,20044,1005
1979,812.03,77.52,77.59,6160.00,3090.00,0.00,8.80,-,18999,12254
1979,175.30,18.62,14.65,1470.00,1330.00,1.04,1.45,4971,1680,805
1979,309.86,25.61,23.45,2950.00,2090.00,0.00,0.04,-,28706,4464
1979,1506.00,110.89,93.95,11900.00,-,16.60,29.80,717,23000,1380
1979,1538.81,104.70,89.47,14300.00,-,14.00,32.80,1135,25292,7048
1979,1584.29,100.67,87.89,12800.00,6200.00,0.41,3.29,31220,60900,28500
1978,622.80,34.90,29.87,9110.00,463.00,4.74,8.81,6650,35715,1015
1978,820.69,68.04,54.41,4580.00,1710.00,2.85,3.23,1607,30789,8000
1978,221.73,13.30,14.25,1910.00,-,0.37,3.20,5162,18016,2510
1978,247.28,12.92,15.18,3640.00,522.00,0.36,0.95,10111,49693,2700
1978,633.18,28.09,31.29,6340.00,585.00,0.06,0.49,105667,24500,12836
1978,417.08,22.60,21.82,1080.00,213.00,3.40,6.40,446,-,-
1978,1980.65,116.91,85.01,13100.00,1360.00,5.41,13.30,23276,13000,2050
1978,2090.62,-,-,-,-,-,-,1387,-,-
1978,597.46,25.52,29.66,3640.00,521.00,0.00,2.02,-,16534,3646
1978,149.68,8.20,9.27,1000.00,976.00,0.00,0.13,-,6779,1241
1978,441.02,18.40,23.51,5980.00,520.00,0.00,0.70,-,24734,10037
1978,226.66,8.39,9.20,1600.00,416.00,0.00,0.22,-,23833,4900
1978,1115.90,-,-,-,-,-,-,-,-,-
1978,146.46,6.31,3.73,542.00,254.00,0.01,0.29,-,20044,3922
1978,139.62,-,-,-,-,-,-,88500,-,-
1978,812.03,77.52,75.34,6160.00,4720.00,0.00,10.20,-,18999,18999
1978,175.30,18.90,12.35,1470.00,556.00,1.04,1.46,4971,1680,421
1978,309.86,25.74,16.23,2950.00,859.00,0.00,0.08,-,28706,775
1978,1506.00,112.77,104.05,11900.00,-,16.60,37.80,717,23000,1404
1978,1538.81,106.39,120.63,14300.00,-,14.00,37.60,1135,25292,6085
1978,1584.29,101.07,79.08,12800.00,-,0.41,17.60,31220,60900,6843
1977,622.80,35.23,30.26,9110.00,2220.00,4.74,4.74,6650,35715,9234
1977,820.69,68.53,42.59,4580.00,4580.00,2.85,3.70,1607,30789,6320
1977,221.73,13.16,12.69,1910.00,1190.00,0.37,0.37,5162,18016,4426
1977,247.28,12.81,19.03,3640.00,1450.00,0.36,0.84,10111,49693,2258
1977,633.18,27.80,34.42,6340.00,3010.00,0.06,0.25,105667,24500,24500
1977,417.08,22.71,20.57,1080.00,504.00,3.40,3.40,446,-,-
1977,1980.65,119.56,95.75,13100.00,3840.00,5.41,5.41,23276,13000,3320
1977,2090.62,-,-,-,-,-,-,1387,-,-
1977,597.46,25.35,35.01,3640.00,1660.00,0.00,0.05,-,16534,4847
1977,149.68,7.99,11.04,1000.00,1000.00,0.00,0.00,-,6779,5341
1977,441.02,18.15,32.58,5980.00,1490.00,0.00,0.35,-,24734,5996
1977,226.66,8.35,16.41,1600.00,509.00,0.00,0.33,-,23833,16268
1977,1115.90,-,-,-,-,-,-,-,-,-
1977,146.46,6.82,10.47,542.00,542.00,0.01,0.01,-,20044,20044
1977,139.62,-,-,-,-,-,-,88500,-,-
1977,812.03,77.63,109.12,6160.00,2070.00,0.00,6.70,-,15897,11582
1977,175.30,19.40,23.58,1470.00,1470.00,1.04,1.04,4971,1680,1659
1977,309.86,26.34,36.69,2950.00,1920.00,0.00,0.01,-,28706,6745
1977,1506.00,113.86,100.89,11900.00,4200.00,16.60,16.60,717,23000,15300
1977,1538.81,104.61,104.95,14300.00,3250.00,14.00,14.00,1135,25292,18657
1977,1584.29,101.78,89.19,12800.00,4800.00,0.41,1.14,31220,60900,30000
1976,622.80,35.59,24.76,9110.00,4550.00,5.15,6.38,6650,35715,35715
1976,820.69,69.49,16.93,4560.00,1040.00,2.85,5.32,1607,30789,296
1976,221.73,13.24,9.20,1910.00,1910.00,1.05,1.05,5162,18016,5090
1976,247.28,12.52,14.86,3640.00,2030.00,0.36,0.47,10111,49693,5970
1976,633.18,27.14,30.79,6340.00,6340.00,0.06,0.06,105667,22605,7490
1976,417.08,23.07,17.32,1080.00,455.00,4.40,5.20,446,-,-
1976,1980.65,121.73,165.36,13100.00,6500.00,8.60,10.40,23276,13000,4530
1976,2090.62,-,-,-,-,-,-,1387,-,-
1976,597.46,24.95,22.52,3640.00,1160.00,0.00,0.09,-,16534,3093
1976,149.68,7.23,7.00,910.00,750.00,0.04,0.09,-,6779,2796
1976,441.02,17.39,21.60,5980.00,1160.00,0.00,0.39,-,24734,6883
1976,226.66,7.84,10.05,1600.00,490.00,0.00,0.02,-,23833,7825
1976,1115.90,-,-,-,-,-,-,-,-,-
1976,146.46,5.91,5.93,470.00,300.00,0.01,0.02,-,4297,3112
1976,139.62,-,-,-,-,-,-,88500,-,-
1976,812.03,75.88,86.24,6160.00,3230.00,0.00,8.50,-,15897,3618
1976,175.30,19.05,16.15,1320.00,1230.00,1.67,2.05,4971,1680,1395
1976,309.86,25.65,27.64,2950.00,1020.00,0.00,0.08,-,28706,8994
1976,1506.00,115.71,67.06,11900.00,1020.00,22.80,22.80,717,23000,1610
1976,1538.81,104.56,68.78,14300.00,-,15.10,23.10,1135,25292,631
1976,1584.29,102.20,110.87,12800.00,3540.00,0.41,2.70,31220,60900,19900
1975,622.80,36.42,43.63,9110.00,1460.00,5.15,9.88,6650,34864,9382
1975,820.69,71.51,48.00,4560.00,2040.00,2.85,13.20,1607,30789,630
1975,221.73,14.05,16.95,1670.00,-,1.93,1.93,5162,18016,417
1975,247.28,12.40,15.62,3640.00,-,0.36,1.68,10111,49693,540
1975,633.18,26.73,30.41,4630.00,-,0.20,0.39,105667,22605,15500
1975,417.08,24.22,27.51,1080.00,1080.00,4.40,8.00,446,-,-
1975,1980.65,117.37,150.09,13100.00,2910.00,8.60,23.00,23276,13000,1630
1975,2090.62,-,-,-,-,-,-,1387,-,-
1975,597.46,25.06,33.46,3640.00,1340.00,0.00,1.14,-,16534,2135
1975,149.68,7.30,8.82,910.00,707.00,0.04,0.04,-,6779,6428
1975,441.02,17.15,28.84,5980.00,1740.00,0.00,1.10,-,24734,17800
1975,226.66,7.70,15.61,1600.00,1190.00,0.00,0.18,-,23833,14602
1975,1115.90,-,-,-,-,-,-,-,-,-
1975,146.46,5.91,7.97,470.00,470.00,0.01,0.08,-,4297,4297
1975,139.62,-,-,-,-,-,-,88500,-,-
1975,812.03,75.27,101.57,6160.00,2210.00,0.00,6.00,-,15897,10674
1975,175.30,19.32,18.80,1320.00,1220.00,1.67,2.36,4971,1680,1140
1975,309.86,25.50,27.42,2950.00,904.00,0.00,0.10,-,28706,1615
1975,1506.00,123.82,120.95,11900.00,7420.00,25.00,34.80,717,23000,5400
1975,1538.81,110.53,103.10,14300.00,5870.00,15.10,46.40,1135,25292,4360
1975,1584.29,101.90,96.90,12800.00,6820.00,0.41,18.10,31220,60900,32100
1974,622.80,35.82,40.45,9110.00,737.00,5.15,5.80,6650,34864,3194
1974,820.69,72.45,92.91,4560.00,2450.00,2.85,8.50,1607,30789,5880
1974,221.73,13.32,15.39,1670.00,276.00,2.02,2.02,5162,18016,2310
1974,247.28,12.23,17.53,3640.00,1270.00,0.36,0.73,10111,49693,3055
1974,633.18,26.27,43.76,4630.00,959.00,0.20,0.29,105667,22605,2720
1974,417.08,23.40,27.62,950.00,175.00,4.40,4.40,446,-,-
1974,1980.65,113.73,138.14,13100.00,3610.00,8.60,18.70,23276,13000,5540
1974,2090.62,-,-,-,-,-,-,1387,-,-
1974,597.46,24.68,23.95,3640.00,773.00,0.00,0.23,-,16534,2679
1974,149.68,6.55,5.98,910.00,445.00,0.11,0.11,-,6779,1453
1974,441.02,16.47,18.05,5980.00,884.00,0.00,0.60,-,24734,3042
1974,226.66,7.13,7.33,1600.00,374.00,0.00,0.18,-,23833,8262
1974,1115.90,-,-,-,-,-,-,-,-,-
1974,146.46,4.87,5.59,292.00,270.00,0.01,0.18,-,1602,1333
1974,139.62,-,-,-,-,-,-,88500,-,-
1974,812.03,73.63,78.05,6160.00,1550.00,0.00,11.80,-,15897,3804
1974,175.30,19.37,20.49,1320.00,819.00,1.67,1.88,4971,1680,539
1974,309.86,25.36,42.49,2950.00,1210.00,0.00,0.01,-,28706,2635
1974,1506.00,124.39,173.98,11900.00,4020.00,25.00,29.60,717,23000,14400
1974,1538.81,112.01,128.81,14300.00,3480.00,15.10,26.60,1135,25292,6920
1974,1584.29,102.08,164.10,12800.00,4310.00,0.41,8.50,31220,60900,42600
1973,622.80,35.40,21.83,9110.00,647.00,5.15,6.73,6650,34864,5105
1973,820.69,71.60,57.68,4560.00,2350.00,2.85,6.64,1607,30789,11857
1973,221.73,12.63,9.58,1670.00,125.00,2.03,2.03,5162,18016,3049
1973,247.28,11.94,9.56,3640.00,495.00,0.36,1.10,10111,49693,643
1973,633.18,23.77,19.99,4630.00,723.00,0.20,0.74,105667,22605,3088
1973,417.08,21.99,22.67,950.00,590.00,4.95,5.00,446,-,-
1973,1980.65,110.68,89.36,13100.00,2260.00,8.60,13.20,23276,13000,1720
1973,2090.62,-,-,-,-,-,-,1387,-,-
1973,597.46,24.71,26.44,3640.00,820.00,0.00,0.16,-,16534,3876
1973,149.68,7.11,7.11,910.00,910.00,0.11,0.11,-,6779,6779
1973,441.02,16.37,18.09,5980.00,428.00,0.00,0.00,-,24734,7147
1973,226.66,7.12,8.63,1600.00,299.00,0.00,0.22,-,23833,4521
1973,1115.90,-,-,-,-,-,-,-,-,-
1973,146.46,4.16,4.16,292.00,292.00,0.01,0.01,-,1602,1602
1973,139.62,-,-,-,-,-,-,88500,-,-
1973,812.03,73.33,81.01,6160.00,1560.00,0.00,15.70,-,15897,4584
1973,175.30,19.25,17.39,1320.00,495.00,1.67,1.80,4971,1680,490
1973,309.86,23.93,24.69,2950.00,1370.00,0.00,0.01,-,28706,5022
1973,1506.00,112.00,158.26,11900.00,11900.00,25.00,25.00,717,23000,23000
1973,1538.81,107.81,169.52,14300.00,14300.00,15.10,15.10,1135,25292,11198
1973,1584.29,99.78,141.64,12800.00,12800.00,0.41,5.90,31220,60900,60900
1972,622.80,36.75,45.85,9110.00,4990.00,5.15,7.60,6650,34864,32493
1972,820.69,72.20,57.86,4560.00,1900.00,2.85,10.60,1607,30789,1663
1972,221.73,14.15,16.72,1670.00,1670.00,2.20,2.58,5162,18016,9817
1972,247.28,12.08,15.76,3640.00,2010.00,0.36,1.19,10111,49693,30377
1972,633.18,24.40,32.28,4630.00,2860.00,0.20,0.96,105667,22605,22605
1972,417.08,21.65,23.02,950.00,500.00,4.95,5.70,446,-,-
1972,1980.65,113.72,169.33,13100.00,8270.00,8.60,12.50,23276,13000,13000
1972,2090.62,-,-,-,-,-,-,1387,-,-
1972,597.46,24.62,43.05,3640.00,1460.00,0.00,0.04,-,16534,3829
1972,149.68,-,-,-,-,-,-,-,-,-
1972,441.02,16.25,29.65,5980.00,662.00,0.00,0.00,-,24734,9051
1972,226.66,6.99,12.50,1600.00,479.00,0.00,0.14,-,23833,9953
1972,812.03,72.78,118.34,6160.00,3100.00,0.00,15.40,-,15897,14382
1972,175.30,19.48,31.64,1320.00,1320.00,1.67,2.44,4971,1680,1680
1972,309.86,23.86,45.46,2950.00,2580.00,0.00,0.05,-,28706,1996
1972,1506.00,96.58,89.20,9060.00,2980.00,31.10,31.10,717,20240,5219
1972,1538.81,87.25,83.45,10400.00,1700.00,19.00,19.00,1135,25292,2787
1972,1584.29,98.17,91.27,7480.00,2530.00,0.41,15.50,31220,41305,26075
1971,622.80,35.74,41.55,9110.00,4290.00,5.15,6.90,6650,34864,22191
1971,820.69,72.85,93.70,4560.00,3050.00,2.85,4.20,1607,30789,68
1971,221.73,11.58,11.58,1470.00,1470.00,2.20,2.20,5162,18016,18016
1971,247.28,11.85,9.50,3640.00,1350.00,0.36,1.14,10111,49693,15528
1971,633.18,22.83,14.18,4630.00,2050.00,0.20,0.71,105667,19267,19267
1971,417.08,20.27,20.27,950.00,950.00,4.95,4.95,446,-,-
1971,1980.65,104.45,55.04,13100.00,3480.00,8.60,8.60,23276,12200,2030
1971,597.46,23.65,16.42,3640.00,753.00,0.00,0.00,-,16534,6057
1971,441.02,15.29,13.40,5980.00,830.00,0.00,0.00,-,24734,5181
1971,226.66,6.49,7.61,1600.00,783.00,0.00,0.02,-,23833,14768
1971,812.03,69.28,62.87,6160.00,1750.00,0.00,9.84,-,15897,15316
1971,175.30,17.74,16.21,1210.00,1210.00,1.67,2.75,4971,1150,1070
1971,309.86,21.70,21.29,2950.00,1800.00,0.00,0.10,-,28706,2312
1971,1506.00,100.26,110.93,9060.00,9060.00,34.70,37.20,717,20240,19137
1971,1538.81,89.14,105.41,10400.00,10400.00,23.00,23.00,1135,25292,3849
1971,1584.29,98.45,72.15,7480.00,3240.00,0.41,9.30,31220,41305,19058
1970,622.80,35.02,33.79,9110.00,2830.00,5.15,8.42,6650,34864,21372
1970,820.69,71.86,70.09,4560.00,2820.00,2.85,5.20,1607,30789,88
1970,247.28,12.00,13.36,3640.00,3640.00,0.36,1.05,10111,49693,49693
1970,633.18,24.99,28.20,4630.00,4630.00,0.20,0.27,105667,14547,14547
1970,417.08,-,-,490.00,490.00,6.80,6.80,446,-,-
1970,1980.65,114.34,118.10,13100.00,13100.00,10.60,14.90,23276,12200,4950
1970,597.46,24.06,24.42,3640.00,2240.00,0.00,0.01,-,16534,8489
1970,441.02,15.44,11.33,5980.00,1120.00,0.00,0.00,-,24734,5989
1970,226.66,6.38,3.62,1600.00,607.00,0.00,0.09,-,23833,4842
1970,812.03,69.81,42.66,6160.00,1600.00,0.00,9.20,-,15897,10061
1970,175.30,18.00,15.38,1080.00,564.00,1.67,1.67,4971,1150,328
1970,309.86,21.74,16.52,2950.00,993.00,0.00,0.10,-,28706,2038
1970,1506.00,89.60,89.60,7600.00,588.00,34.70,34.70,717,20240,20240
1970,1538.81,72.88,72.88,7520.00,1050.00,25.00,25.40,1135,25292,25292
1970,1584.29,99.55,48.69,7480.00,1400.00,0.41,11.60,31220,41305,17577
1969,622.80,35.19,51.81,9110.00,4440.00,5.15,5.64,6650,34864,19634
1969,820.69,71.95,84.74,4560.00,4560.00,2.85,4.88,1607,30789,792
1969,247.28,11.91,16.25,3570.00,1940.00,0.36,0.82,10111,21604,15814
1969,633.18,23.92,33.91,3210.00,3210.00,0.20,0.22,105667,7287,5755
1969,1980.65,113.40,104.65,5910.00,2910.00,10.60,10.90,23276,12200,6830
1969,597.46,24.04,22.74,3640.00,663.00,0.00,0.00,-,16534,6076
1969,441.02,15.78,14.54,5980.00,1030.00,0.00,0.04,-,24734,8316
1969,226.66,6.68,5.18,1600.00,468.00,0.00,0.06,-,23833,4390
1969,812.03,72.28,75.34,6160.00,2560.00,0.00,8.88,-,15897,4147
1969,175.30,18.52,16.39,1080.00,952.00,2.00,2.31,4971,1150,917
1969,309.86,22.39,19.81,2950.00,1530.00,0.00,0.13,-,28706,1714
1969,1506.00,-,-,7600.00,7600.00,40.80,40.80,717,9387,9387
1969,1538.81,-,-,7520.00,7520.00,25.00,25.00,1135,12313,12313
1969,1584.29,101.76,115.15,7480.00,5720.00,0.41,5.15,31220,41305,39485
1968,622.80,32.42,44.78,9110.00,950.00,5.15,8.08,6650,34864,1870
1968,820.69,71.28,80.29,4520.00,2580.00,2.85,13.10,1607,30789,5347
1968,247.28,11.57,15.13,3570.00,705.00,0.36,0.75,10111,21604,8870
1968,633.18,18.93,29.45,1040.00,1040.00,0.20,0.39,105667,7287,5495
1968,1980.65,116.31,112.25,5910.00,3670.00,10.60,18.20,23276,12200,1804
1968,597.46,24.12,27.11,3640.00,1580.00,0.00,0.29,-,16534,6243
1968,441.02,15.89,19.25,5980.00,1200.00,0.00,0.00,-,24734,4494
1968,226.66,6.87,8.40,1600.00,1070.00,0.00,0.08,-,23833,6891
1968,812.03,71.98,91.42,6160.00,1100.00,0.00,11.70,-,15897,3384
1968,175.30,19.05,17.85,1080.00,984.00,2.00,2.65,4971,1150,450
1968,309.86,22.76,33.34,2950.00,2250.00,0.00,0.08,-,28706,2973
1968,1584.29,101.15,199.04,7480.00,7480.00,0.41,17.00,31220,41305,41305
1967,622.80,29.95,25.55,9110.00,955.00,5.15,5.54,6650,34864,10002
1967,820.69,70.78,69.95,4520.00,3200.00,2.85,8.68,1607,30789,5316
1967,247.28,11.28,5.89,3570.00,744.00,0.36,0.60,10111,21604,1645
1967,633.18,8.40,8.40,-,-,0.20,0.20,105667,7287,2540
1967,1980.65,118.34,86.59,5910.00,5910.00,10.60,10.60,23276,12200,1461
1967,597.46,23.92,18.61,3640.00,1920.00,0.00,0.00,-,16534,2672
1967,441.02,15.56,11.78,5980.00,2040.00,0.00,0.00,-,24734,6869
1967,226.66,6.65,4.29,1600.00,482.00,0.00,0.14,-,23833,1172
1967,812.03,69.82,47.68,6160.00,980.00,0.00,8.46,-,15897,7598
1967,175.30,19.45,15.98,1080.00,862.00,2.00,2.00,4971,1150,971
1967,309.86,21.00,18.37,2950.00,725.00,0.00,0.14,-,28706,4126
1967,1584.29,96.49,87.75,6190.00,4600.00,0.41,3.25,31220,35733,35733
1966,622.80,31.05,31.31,9110.00,1810.00,5.15,5.30,6650,34864,11425
1966,820.69,70.83,45.80,4520.00,3400.00,2.85,7.00,1607,30789,5723
1966,247.28,11.77,16.76,3570.00,1050.00,0.36,0.80,10111,21604,21604
1966,1980.65,150.09,150.09,-,-,18.00,23.00,23276,12200,-
1966,597.46,24.30,33.08,3640.00,1660.00,0.00,0.00,-,16534,13037
1966,441.02,15.98,19.89,5980.00,1080.00,0.00,0.00,-,24734,11069
