Year,D_Area,Hist_Mean,Ann_Mean,Hist_Max,Ann_Max,Hist_Min,Ann_Min,RiverCoeff,Hist_MaxQs,Ann_MaxQs
1966,226.66,7.05,7.27,1600.00,964.00,0.00,0.04,-,23833,14957
1966,812.03,72.58,98.23,6160.00,2980.00,0.00,9.00,-,15897,15524
1966,175.30,21.18,20.26,1080.00,537.00,2.15,2.64,4971,1150,1150
1966,309.86,21.53,32.81,2950.00,1130.00,0.00,0.10,-,28706,711
1966,1584.29,96.92,121.53,6190.00,5200.00,0.41,2.65,31220,34642,19063
1965,622.80,30.97,22.20,9110.00,1510.00,5.15,5.25,6650,34864,34864
1965,820.69,72.39,46.29,4520.00,992.00,2.85,12.20,1607,30789,22353
1965,247.28,11.27,7.54,3570.00,807.50,0.36,0.48,10111,17148,9470
1965,597.46,23.62,32.84,3640.00,2610.00,0.00,0.10,-,16534,2575
1965,441.02,15.49,18.66,5980.00,2100.00,0.00,0.00,-,24734,8053
1965,226.66,7.00,7.86,1600.00,828.00,0.00,0.02,-,23833,13247
1965,812.03,68.92,69.26,6160.00,3460.00,0.00,7.45,-,15897,7836
1965,175.30,22.11,22.11,1080.00,1080.00,2.15,2.15,4971,-,-
1965,309.86,18.71,21.19,2950.00,936.00,0.00,0.08,-,28706,2997
1965,1584.29,95.63,67.81,6190.00,3750.00,0.41,2.60,31220,34642,34642
1964,622.80,35.35,20.21,9110.00,-,5.15,5.15,6650,30093,7639
1964,820.69,74.13,54.62,4520.00,-,2.85,7.55,1607,30789,6281
1964,247.28,11.68,7.23,3570.00,578.00,0.36,0.96,10111,17148,2529
1964,1980.65,-,-,-,-,18.00,18.00,23276,12200,12200
1964,597.46,22.85,16.18,3640.00,665.00,0.00,0.00,-,16534,6595
1964,441.02,15.04,11.07,5980.00,237.00,0.00,0.00,-,24734,9129
1964,226.66,6.79,5.32,1600.00,492.00,0.00,0.10,-,23833,2844
1964,812.03,68.86,42.62,6160.00,882.00,0.00,8.60,-,15897,3
1964,309.86,17.88,13.01,2950.00,810.00,0.00,0.10,-,28706,28706
1964,1584.29,97.17,76.32,6190.00,3400.00,0.41,4.78,31220,16380,
1963,622.80,50.49,50.49,9110.00,9110.00,5.34,5.34,6650,30093,30093
1963,820.69,75.52,45.47,4520.00,2610.00,2.85,2.85,1607,30789,30789
1963,247.28,12.24,15.96,3570.00,3570.00,0.36,1.00,10111,17148,17148
1963,597.46,23.46,26.21,3640.00,2230.00,0.00,0.00,-,16534,4085
1963,441.02,15.70,20.43,5980.00,1620.00,0.00,0.00,-,24734,17053
1963,226.66,7.28,7.10,1600.00,990.00,0.00,0.00,-,23833,23833
1963,812.03,74.11,61.25,6160.00,2140.00,0.00,5.30,-,15897,13744
1963,309.86,20.31,14.32,2950.00,953.00,0.00,0.12,-,6139,4027
1963,1584.29,98.40,66.41,6190.00,2900.00,0.41,1.56,31220,15349,15349
1962,820.69,77.83,79.30,4520.00,4520.00,3.56,9.25,1607,17456,13300
1962,247.28,11.71,11.19,2800.00,2500.00,0.36,1.00,10111,9051,9051
1962,597.46,23.18,25.37,3640.00,1675.00,0.00,0.00,-,16534,16534
1962,441.02,14.75,21.77,5980.00,1040.00,0.00,0.00,-,24734,24734
1962,226.66,7.37,6.69,1600.00,753.00,0.00,0.00,-,19310,19310
1962,812.03,77.33,74.40,6160.00,2020.00,0.00,7.11,-,15897,15897
1962,309.86,26.31,26.31,2950.00,2950.00,0.00,0.09,-,6139,6139
1962,1584.29,100.40,98.47,6190.00,5800.00,0.41,2.60,31220,14904,
1961,820.69,77.71,61.41,3820.00,3820.00,3.56,10.30,1607,17456,17456
1961,247.28,11.79,9.09,2800.00,794.00,0.36,1.28,10111,7300,128
1961,597.46,22.94,25.66,3640.00,1210.00,0.00,0.01,-,15040,1815
1961,441.02,13.00,19.33,5980.00,3160.00,0.00,0.00,-,7673,7673
1961,226.66,8.04,8.04,1600.00,1120.00,0.00,0.00,-,13793,3675
1961,812.03,78.30,65.64,6160.00,2180.00,0.00,9.05,-,9930,9802
1961,309.86,-,-,2790.00,2790.00,0.00,0.90,-,1287,1287
1961,1584.29,100.53,144.17,6190.00,5020.00,0.41,1.02,31220,14904,14904
1960,820.69,79.19,80.41,3270.00,1410.00,3.56,11.30,1607,8802,8802
1960,247.28,12.34,17.53,2800.00,2800.00,0.36,0.36,10111,7300,87
1960,597.46,22.60,19.25,3640.00,3640.00,0.00,0.27,-,15040,4591
1960,441.02,10.89,-,5980.00,3080.00,0.00,0.48,-,5570,1842
1969,226.66,-,-,1600.00,1600.00,0.15,0.15,-,13793,4416
1960,812.03,84.63,81.93,6160.00,6160.00,0.00,5.75,-,9930,6752
1960,1584.29,97.41,63.61,6190.00,1970.00,0.41,0.41,31220,7580,19
1959,820.69,79.07,59.52,3270.00,2950.00,3.56,5.40,1607,8750,8316
1959,247.28,11.04,13.87,2470.00,1930.00,0.52,0.80,10111,7300,25
1959,597.46,23.08,25.01,3451.00,3451.00,0.00,0.01,-,15040,1562
1959,441.02,10.89,-,5980.00,5980.00,0.00,0.00,-,5570,-
1959,812.03,87.34,87.34,4940.00,4940.00,0.00,5.50,-,9930,9930
1959,1584.29,100.01,59.72,6190.00,3810.00,1.57,1.57,31220,7580,204
1958,820.69,81.25,62.37,3270.00,2880.00,3.56,8.00,1607,8750,1671
1958,247.28,10.09,6.07,2470.00,788.00,0.52,0.52,10111,7300,4679
1958,597.46,22.76,17.90,2245.00,627.00,0.00,0.08,-,15040,3393
1958,441.02,10.89,9.08,446.00,326.00,0.00,0.00,-,5570,-
1958,812.03,-,-,1420.00,1420.00,0.00,9.65,-,8200,1
1958,1584.29,103.37,91.59,6190.00,2770.00,1.91,5.70,31220,7580,1020
1957,820.69,83.61,66.33,3270.00,1180.00,3.56,8.00,1607,8750,2901
1957,247.28,12.10,10.48,2470.00,1260.00,0.52,0.52,10111,7300,0
1957,597.46,23.73,18.19,2245.00,1060.00,0.00,0.00,-,15040,211
1957,441.02,11.79,-,446.00,-,0.00,1.37,-,5570,-
1957,1584.29,104.44,138.81,6190.00,6190.00,1.91,10.00,31220,7580,1247
1956,820.69,86.07,98.95,3270.00,3270.00,3.56,10.20,1607,8750,1041
1956,247.28,13.72,13.72,2470.00,1680.00,0.76,0.76,10111,7300,110
1956,597.46,25.11,14.45,2245.00,2245.00,0.00,0.24,-,15040,2370
1956,441.02,11.79,-,446.00,-,0.00,0.00,-,5570,-
1956,1584.29,101.00,108.74,6180.00,6180.00,1.91,6.15,31220,7580,737
1955,820.69,83.93,55.07,1830.00,-,3.56,13.40,1607,8750,1030
1955,247.28,-,-,2470.00,2470.00,0.99,0.99,10111,7300,7300
1955,597.46,28.67,-,1540.00,-,0.00,0.17,-,15040,15040
1955,441.02,11.79,-,446.00,347.00,0.00,0.00,-,5570,-
1955,1584.29,100.14,64.28,5500.00,5500.00,1.91,8.55,31220,7580,7580
1954,820.69,89.70,92.03,1830.00,1830.00,3.56,16.50,1607,8750,7780
1954,597.46,28.67,-,1540.00,368.00,0.00,0.00,-,4770,3290
1954,441.02,11.79,-,446.00,-,0.00,0.00,-,5570,-
1954,1584.29,104.63,74.76,3160.00,1890.00,1.91,13.10,31220,2670,1740
1953,820.69,89.12,126.87,1520.00,1520.00,3.56,22.40,1607,8750,2980
1953,597.46,28.67,31.61,1540.00,1540.00,0.00,0.11,-,4770,4230
1953,441.02,11.79,10.45,446.00,158.00,0.00,0.40,-,5570,-
1953,1584.29,108.89,243.42,3160.00,3160.00,1.91,16.40,31220,2670,1806
1952,820.69,76.53,79.54,1410.00,1040.00,3.56,3.56,1607,8750,2400
1952,597.46,27.20,-,1380.00,1380.00,0.00,0.00,-,4770,3650
1952,441.02,13.13,-,446.00,446.00,0.00,0.00,-,5570,-
1952,1584.29,86.47,122.09,2760.00,2760.00,1.91,11.20,31220,2670,240
1951,820.69,75.03,78.37,1410.00,980.00,8.50,20.00,1607,8750,8190
1951,597.46,27.20,30.16,735.00,735.00,0.01,0.01,-,4770,4770
1951,441.02,13.13,-,233.00,233.00,0.00,0.29,-,5570,-
1951,1584.29,79.35,140.86,1930.00,-,1.91,10.40,31220,2670,26
1950,820.69,71.69,71.69,1410.00,700.00,8.50,9.00,1607,8750,929
1950,597.46,24.24,24.24,-,-,0.12,0.29,-,4090,4090
1950,441.02,13.13,13.13,139.90,139.90,0.00,0.24,-,5570,-
1950,1584.29,63.97,92.61,1930.00,1930.00,1.91,5.50,31220,2670,
1949,820.69,-,-,1410.00,1410.00,8.50,8.50,1607,8750,8750
1949,1584.29,54.43,76.88,-,-,1.91,6.00,31220,2670,107
